Name,Symbol,Price,1h price,24h price,7d price,30d price,Total volume 24h,Circulating supply,Total supply,Market cap
Maximus DECI,DECI,"US$0,00314411",-,-,-,-,-,"
      0
    ","
      566 Juta
    ",-
Decentralized Liquidity Program,DLP,"US$0,067192",-,-0.6%,-1.9%,26.5%,US$120,"
      0
    ","
      1 Miliar
    ",-
Decentralized Activism,DACT,"US$0,00013464",2.1%,2.1%,-8.1%,34.5%,US$572,"
      0
    ","
      1 Miliar
    ",-
LP Finance DAO,LPFI,"US$0,01671583",-,-,-,-,-,"
      0
    ","
      4,55 Juta
    ",-
Scratch,SCRATCH,"US$0,00989030",-,-,-,-,-,"
      0
    ","
      30 Juta
    ",-
Icosa,ICSA,"US$0,02775968",6.7%,-4.6%,-29.9%,-36.1%,US$54.470,"
      0
    ","
      17,9 Juta
    ",-
X7DAO,X7DAO,"US$0,01001308",0.0%,0.6%,-15.2%,-29.4%,US$478,"
      0
    ","
      100 Juta
    ",-
X7R,X7R,"US$0,01990116",0.0%,-0.9%,-20.3%,-50.8%,US$1.327,"
      0
    ","
      100 Juta
    ",-
Battle For Giostone,BFG,"US$0,03155152",-,-,-,-,-,"
      0
    ","
      150 Juta
    ",-
JPEX Coin,JPC,"US$0,00386668",-,-,-,-,-,"
      0
    ","
      ∞
    ",-
ABCMETA,META,"US$0,00000830",-0.1%,5.0%,29.6%,14.3%,US$182,"
      0
    ","
      100 Miliar
    ",-
CLever,CLEV,"US$4,57",0.1%,-0.1%,-4.1%,-4.4%,US$3.596,"
      0
    ","
      1,11 Juta
    ",-
Linework Coin,LWC,"US$0,00941572",5.8%,-8.4%,-8.0%,-27.7%,US$1.007,"
      0
    ","
      21 Juta
    ",-
Gemie,GEM,"US$0,00061202",-2.1%,-2.4%,-0.9%,-6.0%,US$16.536,"
      0
    ","
      5,52 Juta
    ",-
Soonaverse,SOON,"US$0,345248",-1.2%,8.9%,9.4%,-15.5%,US$2.109.857,"
      0
    ","
      12,6 Juta
    ",-
Stake DAO CRV,SDCRV,"US$0,515333",0.0%,-0.4%,16.3%,-9.9%,US$33.065,"
      0
    ","
      23 Juta
    ",-
Serum SER,SER,"US$0,00069596",-0.6%,0.6%,-10.6%,-8.3%,US$2.255,"
      0
    ","
      1 Miliar
    ",-
Halo Coin,HALO,"US$0,01815386",-0.1%,-4.0%,-33.9%,-51.0%,US$37.345,"
      0
    ","
      7,81 Miliar
    ",-
Super Athletes Token,SAT,"US$0,00287180",0.0%,-0.3%,-13.9%,-22.2%,US$2.771,"
      0
    ","
      50 Juta
    ",-
LOFI,LOFI,"US$0,00075556",-0.1%,2.0%,-3.3%,-10.8%,US$656,"
      0
    ","
      10 Miliar
    ",-
Gaziantep FK Fan Token,GFK,"US$0,706795",-1.6%,-2.4%,-11.1%,-26.0%,US$399,"
      0
    ","
      5 Juta
    ",-
ShibaW Inu,SHIBAW,"US$0,000000000008469",-,-,-,-,-,"
      0
    ","
      1 Quadriliun
    ",-
GreenWorld,GWD,"US$0,00379811",-,-,-,-,-,"
      0
    ","
      500 Juta
    ",-
Tribal Token,TRIBL,"US$1,09",0.1%,0.1%,-0.0%,-2.1%,US$80.612,"
      0
    ","
      1 Miliar
    ",-
Evmos Domains,EVD,"US$0,00115211",-,-3.2%,-12.5%,44.3%,"US$1,67","
      0
    ","
      -
    ",-
Amulet Staked SOL,AMTSOL,"US$20,54",-,-,-,-,-,"
      0
    ","
      6,82 Ribu
    ",-
C+Charge,CCHG,"US$0,00072922",-0.2%,2.6%,-12.9%,-39.4%,US$120.443,"
      0
    ","
      1 Miliar
    ",-
Vital Network,VITAL,"US$0,00001353",0.1%,-1.0%,-5.9%,-6.9%,"US$48,41","
      0
    ","
      454 Juta
    ",-
Rebus,REBUS,"US$0,00795910",0.2%,-7.4%,-13.6%,-1.7%,US$180.217,"
      0
    ","
      368 Juta
    ",-
ECLAT,ELT,"US$0,223716",0.6%,124.0%,-1.4%,-4.3%,US$24.576,"
      0
    ","
      100 Juta
    ",-
Brokkr,BRO,"US$0,00095091",-,-0.4%,0.2%,-5.4%,"US$88,36","
      0
    ","
      1 Miliar
    ",-
DEADPXLZ,DING,"US$0,00523572",0.1%,1.4%,45.5%,33.4%,US$6.075,"
      0
    ","
      1 Miliar
    ",-
Minswap,MIN,"US$0,01595274",0.0%,1.6%,-5.2%,-12.2%,US$305.950,"
      0
    ","
      5 Miliar
    ",-
Aada Finance,AADA,"US$1,25",0.6%,2.0%,-20.8%,-32.6%,US$311.787,"
      0
    ","
      29,5 Juta
    ",-
Clay Nation,CLAY,"US$0,00402808",-0.0%,-0.5%,-5.3%,-15.5%,US$1.591,"
      0
    ","
      2,5 Miliar
    ",-
Mocossi Planet,MCOS,"US$0,00236314",0.2%,-1.3%,-3.3%,-32.8%,US$331,"
      0
    ","
      45 Juta
    ",-
The Ape Society,SOCIETY,"US$0,03093213",-2.8%,-5.8%,-10.5%,18.2%,US$49.339,"
      0
    ","
      700 Juta
    ",-
tPLATINUM,TXPT,"US$26,79",0.0%,-0.0%,-4.5%,-11.4%,US$327,"
      0
    ","
      -
    ",-
Maria,MARIA,"US$0,00009119",6.1%,7.3%,1.8%,14.4%,"US$52,33","
      0
    ","
      -
    ",-
BlockRock,BRO$,"US$0,00078829",7.7%,8.8%,1.7%,-12.3%,US$3.328,"
      0
    ","
      765 Juta
    ",-
Sweep Token,SWEEP,"US$0,000000000004003",-0.1%,-2.4%,31.7%,68.0%,"US$0,02690937","
      0
    ","
      100 Quadriliun
    ",-
The Protocol,THE,"US$0,00038982",1.2%,2.5%,-0.4%,-6.4%,US$111.386,"
      0
    ","
      1 Miliar
    ",-
OHO Blockchain,OHO,"US$0,00255915",0.1%,-0.1%,-3.2%,0.7%,US$643.984,"
      0
    ","
      ∞
    ",-
Versailles Heroes,VRH,"US$0,00027032",-0.1%,-15.6%,7.7%,-53.4%,US$990,"
      0
    ","
      727 Juta
    ",-
Lido on Kusama,WSTKSM,"US$22,00",0.1%,-0.4%,-3.3%,-5.0%,US$543,"
      0
    ","
      ∞
    ",-
Ushi,USHI,"US$0,00002496",0.0%,-7.4%,-11.5%,-31.5%,US$4.081,"
      0
    ","
      21 Miliar
    ",-
Wolverinu,WOLVERINU,"US$0,000000000020585",-,-,-,-,-,"
      0
    ","
      20 Quadriliun
    ",-
Yeon,YEON,"US$0,00413270",-0.8%,-2.5%,-13.2%,-54.1%,US$11.911,"
      0
    ","
      10 Miliar
    ",-
EFK Token,EFK,"US$0,01933254",-0.0%,0.1%,-4.1%,23.3%,US$147.576,"
      0
    ","
      -
    ",-
RelictumPro Genesis Token,GTN,"US$0,00051113",-0.1%,3.6%,8.2%,4.3%,US$165.778,"
      0
    ","
      7,63 Miliar
    ",-
Powerful,PWFL,"US$0,00945609",-,-,-,-,-,"
      0
    ","
      -
    ",-
SORA Synthetics,XST,"US$0,00020400",-3.8%,-32.4%,-69.9%,-46.2%,US$8.843,"
      0
    ","
      ∞
    ",-
Apedoge,APED,"US$0,00003316",0.0%,0.0%,0.0%,0.0%,"US$0,00","
      0
    ","
      1 Miliar
    ",-
ClearCryptos,CCX,"US$0,00553633",-0.3%,-9.5%,-18.6%,-25.7%,US$1.804,"
      0
    ","
      900 Juta
    ",-
Die Protocol,DIE,"US$0,000000016783",0.1%,-0.8%,-6.1%,-17.8%,US$93.526,"
      0
    ","
      5 Triliun
    ",-
Winterdog,WDOG,"US$0,000000981639",-0.0%,1.0%,2.0%,1.0%,"US$6,98","
      0
    ","
      1 Miliar
    ",-
Oasys,OAS,"US$0,04324861",-0.2%,-4.0%,-5.1%,-13.2%,US$685.334,"
      0
    ","
      10 Miliar
    ",-
SOWL,SOWL,"US$0,00000110",-,-,-,-,-,"
      0
    ","
      100 Miliar
    ",-
Boop,BOOP,"US$0,065434",0.0%,1.4%,2.4%,-29.5%,US$1.480,"
      0
    ","
      -
    ",-
Galaxy Arena Metaverse,ESNC,"US$0,00033367",-,-,-,-,-,"
      0
    ","
      1 Miliar
    ",-
SphereSXS,SXS,"US$0,02703472",-0.0%,-1.5%,-4.2%,59.2%,US$37.771,"
      0
    ","
      -1
    ",-
XPLA,XPLA,"US$0,151088",-0.1%,1.1%,5.4%,-27.1%,US$65.561,"
      0
    ","
      2 Miliar
    ",-
DFS Mafia V2,DFSM,"US$0,00000118",-,-,-,-,-,"
      0
    ","
      409 Miliar
    ",-
Local Traders,LCT,"US$0,00286690",-0.0%,14.4%,25.6%,44.6%,US$41.710,"
      0
    ","
      300 Juta
    ",-
Lucky Roo,ROO,"US$0,000000067701",0.1%,-0.7%,-7.6%,-20.9%,"US$68,96","
      0
    ","
      10 Triliun
    ",-
pax.world,PAXW,"US$0,00185510",2.8%,6.7%,0.3%,-12.0%,US$4.751,"
      0
    ","
      1 Miliar
    ",-
Tikky Inu,TIKKY,"US$0,000000000002028",-,-,-,-,-,"
      0
    ","
      1 Quadriliun
    ",-
ASIC Token,ASIC,"US$0,03058176",0.0%,-4.3%,-21.2%,-21.8%,US$128,"
      0
    ","
      -
    ",-
Vemate,VMT,"US$0,00474993",0.1%,1.9%,-3.9%,-2.1%,US$16.010,"
      0
    ","
      150 Juta
    ",-
Pirichain,PIRI,"US$0,01130226",-,-,-,-,-,"
      0
    ","
      103 Juta
    ",-
Kaeri,KAERI,"US$0,00010015",-0.0%,-0.0%,-0.1%,0.0%,US$404,"
      0
    ","
      1 Miliar
    ",-
Ditto Staked Aptos,STAPT,"US$5,32",-0.7%,-2.8%,2.7%,-8.3%,US$17.010,"
      0
    ","
      49,3 Ribu
    ",-
Crystal Palace FC Fan Token,CPFC,"US$1,35",0.2%,0.2%,-5.4%,53.2%,US$100.718,"
      0
    ","
      10 Juta
    ",-
Italian National Football Team Fan Token,ITA,"US$1,12",0.5%,-1.3%,-4.5%,-20.2%,US$123.874,"
      0
    ","
      30 Juta
    ",-
Streamer Inu,STREAMERINU,"US$0,00090670",0.0%,-0.1%,-12.4%,15.7%,US$190,"
      0
    ","
      1 Miliar
    ",-
JackpotDoge,JPD,"US$0,00020012",-0.0%,-0.0%,-0.1%,0.0%,US$621,"
      0
    ","
      100 Juta
    ",-
DAYSTARTER,DST,"US$0,00142435",-,-,-,-,-,"
      0
    ","
      1 Miliar
    ",-
Kishimoto,KISHIMOTO,"US$0,00000330",-,-,-,-,-,"
      0
    ","
      100 Miliar
    ",-
Kingaru,KRU,"US$0,01760150",-0.4%,-0.3%,-11.8%,-42.2%,US$30.159,"
      0
    ","
      1 Miliar
    ",-
Wrapped Tezos,WTZ,"US$0,683749",-0.3%,2.9%,-5.8%,-4.7%,US$334,"
      0
    ","
      -
    ",-
VNX Gold,VNXAU,"US$61,53",1.2%,-0.5%,-1.7%,0.6%,US$161.810,"
      0
    ","
      8 Ribu
    ",-
Made In Real Life,MIRL,"US$0,00028508",0.0%,0.0%,-0.6%,-6.0%,US$38.176,"
      0
    ","
      100 Juta
    ",-
ALBEDO,ALBEDO,"US$0,00001206",-0.0%,2.0%,-7.6%,-24.8%,US$683,"
      0
    ","
      100 Miliar
    ",-
Bull BTC Club,BBC,"US$0,01025156",0.7%,10.7%,24.2%,16.1%,US$705.268,"
      0
    ","
      2,1 Miliar
    ",-
Tortuga Staked Aptos,TAPT,"US$5,66",-0.5%,-3.6%,0.0%,-4.5%,US$5.442,"
      0
    ","
      -
    ",-
Nirvana Chain,NAC,"US$3,68",0.0%,-2.0%,-2.9%,53.8%,US$169.296,"
      0
    ","
      16,6 Juta
    ",-
xCRX,XCRX,"US$0,00346051",0.2%,-0.3%,-2.9%,-13.4%,"US$24,03","
      0
    ","
      -
    ",-
Packetchain,PTCL,"US$0,00000669",-,-,-,-,-,"
      0
    ","
      496 Ribu
    ",-
SkyToken,SKY,"US$0,03698349",0.1%,-0.1%,-8.7%,7.1%,US$311,"
      0
    ","
      -
    ",-
GENZ Token,GENZ,"US$0,00022712",0.4%,3.5%,3.1%,-27.9%,"US$16,41","
      0
    ","
      333 Juta
    ",-
BLUEART TOKEN,BLA,"US$0,00226779",-0.1%,-0.2%,-9.0%,-39.3%,US$41.346,"
      0
    ","
      88 Juta
    ",-
Mythos,MYTH,"US$0,291177",-0.0%,-4.3%,4.9%,-0.5%,US$33.755,"
      0
    ","
      1 Miliar
    ",-
Jito Staked SOL,JITOSOL,"US$20,36",0.1%,-1.7%,-3.4%,-6.5%,US$104.249,"
      0
    ","
      ∞
    ",-
VRJAM (BLUE),VRJAM,"US$0,00319220",-,-,-,-,-,"
      0
    ","
      10 Miliar
    ",-
Doge-TV,$DGTV,"US$0,00026008",-,-,-,-,-,"
      0
    ","
      10 Juta
    ",-
Wolf Ventures,$WV,"US$0,00734800",-,-,-,-,-,"
      0
    ","
      20 Juta
    ",-
MetaToken,MTK,"US$0,00076728",-1.9%,9.9%,-20.2%,-65.2%,US$670,"
      0
    ","
      950 Juta
    ",-
Spider Tanks,SILK,"US$0,04292480",-0.3%,-11.4%,-7.4%,-74.6%,US$186.224,"
      0
    ","
      4,47 Juta
    ",-
DeltaFlare,HONR,"US$0,00619127",-,-0.5%,-8.8%,-18.7%,US$262,"
      0
    ","
      100 Juta
    ",-
Style,STYLE,"US$0,02014727",0.3%,-0.5%,1.2%,-9.7%,US$387,"
      0
    ","
      100 Juta
    ",-
PoorPleb,PP,"US$0,00000495",-,-,-,-,-,"
      0
    ","
      1,68 Triliun
    ",-
Art Gobblers Goo,GOO,"US$0,00226015",-,-,-,-,-,"
      0
    ","
      -
    ",-
Quoll Finance,QUO,"US$0,00160234",-,-,-,-,-,"
      0
    ","
      500 Juta
    ",-
PIAS,PIAS,"US$0,00001150",2.5%,-2.1%,-5.5%,-8.1%,US$12.958,"
      0
    ","
      ∞
    ",-
dAMM,DAMM,"US$0,02903803",-,-0.3%,7.6%,-70.7%,US$747,"
      0
    ","
      250 Juta
    ",-
Bluejay,BLU,"US$0,329487",-,-,-,-,-,"
      0
    ","
      10 Ribu
    ",-
Avenue Hamilton Token,AHT,"US$0,03547611",-,-,-,-,-,"
      0
    ","
      ∞
    ",-
Hippo Wallet,HPO,"US$0,00366110",-0.3%,-5.3%,-2.3%,-2.8%,US$3.484.086,"
      0
    ","
      10 Miliar
    ",-
Ultimate Champions,CHAMP,"US$0,02749796",-0.1%,-1.1%,3.3%,5.3%,US$26.002,"
      0
    ","
      1 Miliar
    ",-
Rich Santa,SANTA,"US$0,00002133",0.1%,0.1%,-2.7%,5.6%,"US$0,381887","
      0
    ","
      7,9 Miliar
    ",-
OraiDEX,ORAIX,"US$0,00488499",0.1%,0.9%,19.3%,-6.9%,US$4.784,"
      0
    ","
      1 Miliar
    ",-
DeFi Franc,DCHF,"US$1,12",-0.3%,-0.6%,-5.0%,0.1%,US$14.100,"
      0
    ","
      13,6 Juta
    ",-
Trice,TRI,"US$0,951425",-0.0%,-3.1%,126.0%,156.8%,US$179.987,"
      0
    ","
      100 Juta
    ",-
Cydotori,DOTR,"US$0,00018123",-,-,-,-,-,"
      0
    ","
      10 Miliar
    ",-
Contents Shopper Token,CST,"US$0,00055036",3.7%,-0.1%,-12.8%,5.7%,US$38.995,"
      0
    ","
      1 Miliar
    ",-
Morphswap,MS,"US$0,00012816",0.5%,1.3%,-37.7%,0.4%,"US$4,92","
      0
    ","
      100 Juta
    ",-
pGALA,PGALA,"US$0,00051729",-0.0%,13.6%,-0.7%,-21.0%,US$1.435,"
      0
    ","
      -
    ",-
Vortex Protocol,VP,"US$0,419274",-1.0%,-6.5%,13.7%,25.1%,US$34.425,"
      0
    ","
      90 Juta
    ",-
OracleSwap,ORACLE,"US$0,00024223",-0.1%,-3.4%,-13.7%,-14.5%,"US$11,55","
      0
    ","
      1 Miliar
    ",-
Prophet,PRO,"US$0,00097536",-0.1%,-4.1%,-12.3%,-21.0%,"US$11,55","
      0
    ","
      ∞
    ",-
hiMEEBITS,HIMEEBITS,"US$0,00160941",-0.6%,0.9%,-1.4%,-5.1%,US$104.133,"
      0
    ","
      68,3 Juta
    ",-
hiSQUIGGLE,HISQUIGGLE,"US$0,01641459",-0.4%,-0.8%,5.2%,6.2%,US$102.241,"
      0
    ","
      17,9 Juta
    ",-
OccamX,OCX,"US$0,00295410",0.2%,-0.8%,-6.6%,2.8%,"US$7,48","
      0
    ","
      100 Juta
    ",-
Alpha Shares V2,$ALPHA,"US$0,326684",0.4%,3.3%,4.5%,49.8%,"US$29,91","
      0
    ","
      1 Juta
    ",-
ZakumiFi,ZAFI,"US$0,01290843",-1.6%,7.4%,86.7%,-82.0%,US$70.423,"
      0
    ","
      60 Juta
    ",-
Acala Dollar (Acala),AUSD,"US$1,87",0.8%,1.5%,-13.6%,3.5%,US$4.250,"
      0
    ","
      ∞
    ",-
LeverageInu,LEVI,"US$0,126154",-,-,-,-,-,"
      0
    ","
      1 Juta
    ",-
Gamer Arena,GAU,"US$0,00121721",0.5%,-9.5%,-32.2%,-32.4%,US$85.966,"
      0
    ","
      500 Juta
    ",-
Forever Burn,FBURN,"US$0,072235",-0.0%,-0.0%,-0.1%,0.0%,US$138,"
      0
    ","
      1 Juta
    ",-
Astro Babies,ABB,"US$0,01028947",-,-,-,-,-,"
      0
    ","
      5 Juta
    ",-
Popcoin,POP,"US$0,000000240865",-1.1%,-9.4%,-7.8%,-2.1%,US$22.322,"
      0
    ","
      1 Triliun
    ",-
Byepix,EPIX,"US$0,01005657",0.3%,-2.9%,-0.9%,-10.2%,US$62.034,"
      0
    ","
      100 Juta
    ",-
TourismX,TRMX,"US$0,00053081",0.0%,0.4%,13.2%,-36.4%,US$37.140,"
      0
    ","
      1 Miliar
    ",-
Meta Space 2045,MTW,"US$0,02064778",-,-,-,-,-,"
      0
    ","
      2 Miliar
    ",-
Gravity Bridge DAI,G-DAI,"US$1,04",0.1%,0.1%,8.2%,7.4%,"US$52,99","
      0
    ","
      ∞
    ",-
Axelar Wrapped Ether,AXLETH,"US$1.624,30",0.1%,2.7%,-1.3%,-2.0%,"US$57,19","
      0
    ","
      ∞
    ",-
axlWBTC,AXLWBTC,"US$26.866,50",0.2%,1.5%,-0.7%,3.0%,"US$1,09","
      0
    ","
      ∞
    ",-
Bridged USD Coin (Gravity Bridge),G-USDC,"US$1,00",0.0%,-0.7%,0.0%,-0.4%,US$108,"
      0
    ","
      ∞
    ",-
Metano,METANO,"US$0,00033498",-0.2%,0.5%,-3.7%,-8.4%,US$60.465,"
      0
    ","
      10 Miliar
    ",-
Laine Stake,LAINESOL,"US$20,39",-0.2%,-1.0%,-3.7%,-6.9%,"US$0,01280822","
      0
    ","
      4,78 Ribu
    ",-
ASAN VERSE,ASAN,"US$0,00006995",-0.7%,-0.1%,-0.4%,-7.2%,US$133.517,"
      0
    ","
      2 Triliun
    ",-
Fileshare Platform,FSC,"US$2,11",-0.1%,0.6%,1.0%,-1.5%,US$158.908,"
      0
    ","
      3 Miliar
    ",-
Arnoya classic,ARNC,"US$0,00373273",6.7%,2.4%,54.2%,20.2%,US$5.029,"
      0
    ","
      26 Juta
    ",-
KIRA,KIRA,"US$0,00089913",-,-,-,-,-,"
      0
    ","
      369 Juta
    ",-
LiveGreen Coin,LGC,"US$0,00156427",-1.4%,4.5%,-14.7%,-53.6%,US$4.772,"
      0
    ","
      677 Juta
    ",-
SafeZone,SAFEZONE,"US$0,00022515",1.7%,0.8%,1.7%,-0.5%,US$8.022,"
      0
    ","
      1 Miliar
    ",-
POSTHUMAN,PHMN,"US$5,63",0.1%,-3.8%,-16.5%,-35.4%,US$417,"
      0
    ","
      57 Ribu
    ",-
Vetter Skylabs,VSL,"US$0,00010617",0.0%,2.5%,0.4%,-6.0%,US$624,"
      0
    ","
      25 Miliar
    ",-
PalmPay,PALM,"US$1,06",-8.8%,-34.5%,-21.3%,-45.5%,US$1.897.156,"
      0
    ","
      21 Juta
    ",-
Parrotly,PBIRB,"US$0,000000118451",-,-,-,-,-,"
      0
    ","
      975 Miliar
    ",-
Mangata X,MGX,"US$0,00041669",0.4%,-9.4%,-12.3%,-,US$10.224,"
      0
    ","
      1,2 Miliar
    ",-
X7 Coin,X7C,"US$0,01101720",0.6%,0.1%,20.3%,-36.4%,US$78.026,"
      0
    ","
      21 Miliar
    ",-
OPX Finance,OPX,"US$0,692411",-0.1%,-3.7%,-8.3%,-41.9%,US$468,"
      0
    ","
      833 Ribu
    ",-
LunaOne,XLN,"US$0,00214140",-0.1%,2.8%,0.8%,-53.6%,US$338.358,"
      0
    ","
      10 Miliar
    ",-
AMAUROT,AMA,"US$0,02981948",-0.1%,3.4%,7.0%,-67.5%,US$16.947,"
      0
    ","
      16,2 Juta
    ",-
ZFMCOIN,ZFM,"US$0,00100158",-0.0%,1.0%,-0.1%,-23.1%,US$185,"
      0
    ","
      10 Juta
    ",-
Equals9,EQ9,"US$0,00010014",1.0%,-56.2%,53.8%,-23.0%,US$43.522,"
      0
    ","
      -
    ",-
hiFIDENZA,HIFIDENZA,"US$0,078130",0.0%,1.1%,-17.0%,-28.5%,US$103.344,"
      0
    ","
      2 Juta
    ",-
hiOD,HIOD,"US$0,00092839",0.5%,2.5%,1.5%,-6.6%,US$114.918,"
      0
    ","
      108 Juta
    ",-
MetaBeat,$BEAT,"US$0,00711907",0.1%,-0.6%,-24.0%,-37.3%,US$2.469,"
      0
    ","
      -
    ",-
Dinerobet,DINERO,"US$0,00050801",0.0%,0.0%,-12.3%,-45.2%,US$677,"
      0
    ","
      1 Miliar
    ",-
Utopia USD,UUSD,"US$1,00",-0.1%,-0.0%,-0.2%,-0.0%,US$28.486,"
      0
    ","
      1 Juta
    ",-
XAI Stablecoin,XAI,"US$0,993357",-0.1%,0.0%,0.1%,-0.5%,US$13.165,"
      0
    ","
      15 Juta
    ",-
Paradox Metaverse,PARADOX,"US$0,00038625",4.6%,4.6%,-8.6%,-26.2%,US$212,"
      0
    ","
      40,7 Juta
    ",-
Herbee,BEE,"US$0,00046030",7.0%,-20.7%,-28.2%,-26.9%,US$2.328,"
      0
    ","
      -
    ",-
CrypWorld,CWC,"US$0,082155",0.3%,-0.2%,-15.7%,-27.0%,US$5.150,"
      0
    ","
      -
    ",-
Tail,TAIL,"US$0,00036044",-,-1.3%,-15.3%,-13.3%,US$478,"
      0
    ","
      979 Juta
    ",-
Vasco da Gama Fan Token,VASCO,"US$0,513351",1.2%,-0.5%,-4.2%,-9.5%,US$28.442,"
      0
    ","
      20 Juta
    ",-
YCLUB,SYC,"US$0,00004981",-,-,-,-,-,"
      0
    ","
      20,3 Juta
    ",-
Wrapped XDC,WXDC,"US$0,04917939",-0.5%,-0.3%,-7.2%,-4.1%,US$16.208,"
      0
    ","
      -
    ",-
XSwap Treasure,XTT,"US$0,00146180",0.2%,1.4%,-6.0%,-5.1%,US$95.738,"
      0
    ","
      1,38 Miliar
    ",-
Lion Scrub Money,LION,"US$0,02402327",0.1%,-1.0%,-2.9%,-,US$1.108,"
      0
    ","
      10,2 Juta
    ",-
Tiger Scrub Money,TIGER,"US$12,71",0.1%,-0.3%,-1.4%,-92.4%,US$814,"
      0
    ","
      36,2 Ribu
    ",-
MiaSwap,MIA,"US$0,00243231",-0.1%,1.0%,-23.3%,-31.2%,"US$39,53","
      0
    ","
      ∞
    ",-
Bao Finance V2,BAO,"US$0,00059415",-,-,-,-,-,"
      0
    ","
      1,09 Miliar
    ",-
stkATOM,STKATOM,"US$7,78",0.2%,-0.2%,-8.8%,-2.9%,US$19.884,"
      0
    ","
      429 Ribu
    ",-
USDO,USDO,"US$1,04",-,-,-,-,-,"
      0
    ","
      ∞
    ",-
Infinity Protocol,INFINITY,"US$0,00000636",-,-,-,-,-,"
      0
    ","
      1 Miliar
    ",-
Cash Driver,CD,"US$0,00248009",-,-,-,-,-,"
      0
    ","
      21 Miliar
    ",-
LODE Token,LODE,"US$3,62",-,-,-,-,-,"
      0
    ","
      77 Juta
    ",-
AGX Coin,AGX,"US$0,622728",-,-0.4%,-10.1%,-7.4%,US$177,"
      0
    ","
      2,73 Juta
    ",-
AUX Coin,AUX,"US$0,054323",1.6%,7.4%,-7.4%,-0.8%,US$1.269,"
      0
    ","
      20,6 Juta
    ",-
XUSD (BabelFish),XUSD,"US$0,982785",-0.1%,-0.9%,-1.7%,-0.5%,US$7.776,"
      0
    ","
      -
    ",-
Safemoon 1996,SM96,"US$0,00081748",-,-,-,-,-,"
      0
    ","
      10 Juta
    ",-
Sanji Inu,SANJI,"US$0,000000000000843008",-,-,-,-,-,"
      0
    ","
      100 Quadriliun
    ",-
Risecoin,RSC,"US$0,00089202",-,-,-,-,-,"
      0
    ","
      100 Juta
    ",-
MetaFishing,DGC,"US$0,00060652",-,-,-,-,-,"
      0
    ","
      9,25 Juta
    ",-
Griffin Art Ecosystem,GART,"US$0,000000352639",-,-,-,-,-,"
      0
    ","
      -
    ",-
Space Rebase XUSD,XUSD,"US$0,704245",-,-,-,-,-,"
      0
    ","
      63,6 Ribu
    ",-
QatarGrow,QATARGROW,"US$0,00001437",-,-,-,-,-,"
      0
    ","
      1 Miliar
    ",-
tetuQi,TETUQI,"US$0,01834213",-,-,-,-,-,"
      0
    ","
      1,59 Juta
    ",-
hiGAZERS,HIGAZERS,"US$0,01389320",-0.3%,-1.9%,-8.3%,-15.0%,US$102.318,"
      0
    ","
      4 Juta
    ",-
Mega Protocol,MEGA,"US$0,00673724",-5.2%,-8.0%,-4.8%,60.4%,US$113.419,"
      0
    ","
      -
    ",-
Blithe,BLT,"US$0,00025208",-,-,-,-,-,"
      0
    ","
      200 Juta
    ",-
LUSD3CRV-f,LUSD3CRV,"US$0,984690",-,-,-,-,-,"
      0
    ","
      -
    ",-
Givewell Inu,GINU,"US$0,00000472",-,-,-,-,-,"
      0
    ","
      4 Miliar
    ",-
Bull Game ToKens,BGT,"US$0,00059116",-,-,-,-,-,"
      0
    ","
      100 Juta
    ",-
OpenXSwap Gov. Token,XOPENX,"US$0,107152",-,-,-,-,-,"
      0
    ","
      515 Ribu
    ",-
FanCoin®,FNC,"US$0,00587684",-0.3%,1.3%,7.4%,27.7%,US$159.158,"
      0
    ","
      10 Miliar
    ",-
AirTnT,AIRTNT,"US$0,00012948",0.1%,-2.2%,-11.6%,-18.1%,US$23.300,"
      0
    ","
      4 Miliar
    ",-
Neon,NEON,"US$0,078384",-4.9%,1.4%,15.9%,37.5%,US$282.430,"
      0
    ","
      -
    ",-
SpaceShipX aUSDC,AUSDC,"US$0,923721",-,-,-,-,-,"
      0
    ","
      4,93 Ribu
    ",-
xMATIC,XMATIC,"US$1,17",-,-,-,-,-,"
      0
    ","
      57,3 Ribu
    ",-
Space Xmitter,SX,"US$1,12",-,-,-,-,-,"
      0
    ","
      10,5 Juta
    ",-
Soccer Crypto,SOT,"US$0,00008408",-,-,-,-,-,"
      0
    ","
      73,6 Juta
    ",-
Momentum,MASS,"US$0,609689",-,-,-,-,-,"
      0
    ","
      ∞
    ",-
Nexuspad,NEXUS,"US$0,00269065",-,-,-,-,-,"
      0
    ","
      5 Juta
    ",-
META DANCE,MDT,"US$0,00184821",-0.4%,-3.2%,-7.6%,7.4%,US$217.491,"
      0
    ","
      10 Miliar
    ",-
X-MASK,XMC,"US$0,754660",-,-,-,-,-,"
      0
    ","
      10 Juta
    ",-
Petroleum OIL,OIL,"US$0,291451",0.1%,-1.2%,-11.0%,-5.1%,"US$25,75","
      0
    ","
      -
    ",-
CentroFi,CENTRO,"US$0,00015273",-,-,-,-,-,"
      0
    ","
      100 Juta
    ",-
ClayStack Staked MATIC,CSMATIC,"US$0,560946",0.2%,-0.6%,-1.7%,-6.4%,"US$5,69","
      0
    ","
      ∞
    ",-
Kasa Central,KASA,"US$0,00006237",-,-,-,-,-,"
      0
    ","
      100 Juta
    ",-
BattleForTEN,BFT,"US$0,00000116",-,-,-,-,-,"
      0
    ","
      10 Miliar
    ",-
